%
% index = 2565, name = bbob_f001_i02_d10__bbob_f015_i04_d10
% instance = 1, reference value = 8.976091851747811e-01
% function evaluation | indicator value | target hit
1	4.525293790892201e+07	4.570881896148752e+07
2	5.097180686325075e+04	5.128613839913648e+04
3	4.488658625053197e+04	4.570881896148752e+04
8	3.985416603220275e+04	4.073802778041131e+04
10	2.952924076932339e+04	3.019951720402019e+04
14	6.381545245263954e+02	6.456542290346556e+02
17	3.983246261123589e+02	4.073802778041126e+02
62	1.676591216028100e+02	1.698243652461744e+02
188	1.611849453204767e+02	1.621810097358930e+02
232	1.458307685881156e+02	1.479108388168207e+02
236	1.371689712960419e+02	1.380384264602885e+02
242	1.211669121289897e+02	1.230268770812381e+02
268	1.163993901560726e+02	1.174897554939529e+02
386	9.443808082157784e+01	9.549925860214358e+01
502	9.215949899879168e+01	9.332543007969910e+01
880	9.104089702726348e+01	9.120108393559097e+01
6231	8.993928507822334e+01	9.120108393559097e+01
