%
% index = 3420, name = bbob_f001_i02_d20__bbob_f020_i04_d20
% instance = 1, reference value = 9.603160659463100e-01
% function evaluation | indicator value | target hit
1	9.450161919283664e+02	9.549925860214360e+02
13	7.293315913067229e+02	7.413102413009177e+02
26	6.485957260691561e+02	6.606934480075957e+02
52	4.623130152865945e+02	4.677351412871981e+02
69	3.616500237557585e+02	3.630780547701014e+02
77	3.400580567007653e+02	3.467368504525317e+02
79	2.871778690949498e+02	2.884031503126606e+02
86	2.771586156134680e+02	2.818382931264455e+02
92	2.194913927405354e+02	2.238721138568340e+02
126	1.987785596328623e+02	1.995262314968879e+02
132	1.864368885065573e+02	1.905460717963246e+02
136	1.807642211594894e+02	1.819700858609983e+02
266	1.088265022690729e+02	1.096478196143185e+02
367	9.280608112911395e+01	9.332543007969910e+01
394	8.814653636270417e+01	8.912509381337455e+01
420	6.728110076848463e+01	6.760829753919819e+01
509	5.791172850094012e+01	5.888436553555890e+01
663	5.733885378551462e+01	5.754399373371569e+01
669	5.535911533839975e+01	5.623413251903491e+01
690	5.490413227876210e+01	5.495408738576246e+01
743	5.265196271711881e+01	5.370317963702527e+01
782	4.234332512865159e+01	4.265795188015925e+01
806	4.168281707013135e+01	4.168693834703355e+01
807	3.932137082227008e+01	3.981071705534973e+01
1618	3.885396469795288e+01	3.890451449942807e+01
2661	3.797475435553211e+01	3.801893963205612e+01
2702	3.705082321352437e+01	3.715352290971726e+01
2733	3.587668392242274e+01	3.630780547701014e+01
2741	3.547603242596185e+01	3.548133892335755e+01
2752	3.414780237786843e+01	3.467368504525317e+01
2786	3.386466078084493e+01	3.388441561392025e+01
3015	3.289761109857255e+01	3.311311214825911e+01
3590	3.234890111335273e+01	3.235936569296283e+01
6603	3.187438617932546e+01	3.235936569296283e+01
