%
% index = 1365, name = bbob_f013_i02_d03__bbob_f015_i04_d03
% instance = 1, reference value = 8.076591035831709e-01
% function evaluation | indicator value | target hit
1	1.145429182597536e+01	1.148153621496883e+01
5	8.248068433498846e+00	8.317637711026711e+00
21	5.849523926483172e+00	5.888436553555890e+00
32	5.333380210462362e+00	5.370317963702527e+00
44	3.655615387523671e+00	3.715352290971725e+00
112	3.050049787967671e+00	3.090295432513591e+00
136	2.821055975652671e+00	2.884031503126606e+00
174	1.947951367378671e+00	1.949844599758045e+00
236	1.179891247290671e+00	1.202264434617413e+00
248	1.020507691884086e+00	1.023292992280754e+00
522	9.990390114237178e-01	1.000000000000000e+00
578	9.591009668583129e-01	9.772372209558107e-01
644	9.377204940159629e-01	9.549925860214360e-01
700	9.277413143576708e-01	9.332543007969910e-01
792	9.108612043171710e-01	9.120108393559098e-01
1174	8.733326794016710e-01	8.912509381337456e-01
1178	8.258254209646708e-01	8.317637711026710e-01
1180	8.050133891362291e-01	8.128305161640993e-01
1186	7.809813960567354e-01	7.943282347242815e-01
1246	7.248043471083991e-01	7.413102413009175e-01
1248	7.237494234779825e-01	7.244359600749900e-01
1304	6.997154097443485e-01	7.079457843841379e-01
1312	6.677231570944387e-01	6.760829753919817e-01
1314	6.534294758882662e-01	6.606934480075960e-01
1322	6.455129539772284e-01	6.456542290346555e-01
1326	6.129277640540114e-01	6.165950018614822e-01
1328	6.020929494480171e-01	6.025595860743578e-01
1444	5.859530119729610e-01	5.888436553555889e-01
1506	5.744196739170069e-01	5.754399373371569e-01
1624	5.616595362964731e-01	5.623413251903491e-01
1814	5.483414468357961e-01	5.495408738576245e-01
2234	5.369937297710120e-01	5.370317963702527e-01
2742	5.238604418299757e-01	5.248074602497725e-01
6231	5.136503240579945e-01	5.248074602497725e-01
