%
% index = 3360, name = bbob_f001_i02_d20__bbob_f013_i04_d20
% instance = 1, reference value = 6.944912696564840e-01
% function evaluation | indicator value | target hit
1	2.758216968822767e+02	2.818382931264455e+02
3	2.021403714774576e+02	2.041737944669530e+02
6	1.953671370377505e+02	1.995262314968879e+02
10	1.571149895016442e+02	1.584893192461114e+02
34	1.518155720556927e+02	1.548816618912481e+02
46	1.081239868391075e+02	1.096478196143185e+02
48	5.802257225906738e+01	5.888436553555890e+01
106	5.597554239035826e+01	5.623413251903491e+01
110	3.155033799384151e+01	3.162277660168379e+01
172	2.974582053875181e+01	3.019951720402016e+01
174	2.686943865418976e+01	2.691534803926915e+01
176	2.519728346405388e+01	2.570395782768863e+01
232	2.354023843292703e+01	2.398832919019490e+01
234	2.323570364676611e+01	2.344228815319923e+01
264	2.251927655924135e+01	2.290867652767773e+01
292	2.066358512895800e+01	2.089296130854040e+01
302	1.935572549476827e+01	1.949844599758045e+01
304	1.889473572054418e+01	1.905460717963247e+01
308	1.832617314646638e+01	1.862087136662868e+01
374	1.816800208920813e+01	1.819700858609983e+01
398	1.745285683878293e+01	1.778279410038923e+01
460	1.686021941089994e+01	1.698243652461744e+01
464	1.652709349440232e+01	1.659586907437561e+01
3999	1.633961448366661e+01	1.659586907437561e+01
