%
% index = 345, name = bbob_f006_i02_d02__bbob_f015_i04_d02
% instance = 1, reference value = 8.862636076781890e-01
% function evaluation | indicator value | target hit
1	7.573817124061274e+01	7.585775750291836e+01
7	3.217896758654575e+00	3.235936569296283e+00
102	1.418618071218816e+00	1.445439770745927e+00
242	1.361622517341689e+00	1.380384264602885e+00
314	8.926572674896890e-01	9.120108393559098e-01
442	4.922503434961630e-01	5.011872336272722e-01
444	4.114478892435967e-01	4.168693834703354e-01
508	3.044356620062885e-01	3.090295432513591e-01
566	2.909878927725564e-01	2.951209226666385e-01
572	2.757296643357786e-01	2.818382931264454e-01
689	2.660907262192097e-01	2.691534803926916e-01
3473	2.613063811020502e-01	2.630267991895382e-01
3504	2.506711460345151e-01	2.511886431509580e-01
3566	2.203015835402362e-01	2.238721138568339e-01
3628	2.174750166551837e-01	2.187761623949552e-01
3690	1.968299398353414e-01	1.995262314968880e-01
3814	1.900136119485509e-01	1.905460717963247e-01
3817	1.859048242922209e-01	1.862087136662867e-01
3999	1.855708949216642e-01	1.862087136662867e-01
