%
% index = 2595, name = bbob_f001_i02_d10__bbob_f020_i04_d10
% instance = 1, reference value = 9.408016916179860e-01
% function evaluation | indicator value | target hit
1	2.151588852705713e+02	2.187761623949552e+02
30	1.818508742148244e+02	1.819700858609983e+02
34	1.085644874382959e+02	1.096478196143185e+02
52	8.299158919045131e+01	8.317637711026708e+01
126	3.535111585655142e+01	3.548133892335755e+01
204	3.297360321809301e+01	3.311311214825911e+01
221	2.733930831775781e+01	2.754228703338166e+01
240	2.679113731669268e+01	2.691534803926915e+01
308	2.167665292097957e+01	2.187761623949553e+01
383	2.040132234564242e+01	2.041737944669530e+01
422	1.864994614412547e+01	1.905460717963247e+01
440	1.829131847617863e+01	1.862087136662868e+01
482	1.703599483090902e+01	1.737800828749375e+01
533	1.364674447461152e+01	1.380384264602885e+01
790	1.332398989658772e+01	1.348962882591653e+01
27931	1.329378713111799e+01	1.348962882591653e+01
