%
% index = 3045, name = bbob_f013_i02_d10__bbob_f020_i04_d10
% instance = 1, reference value = 9.802115508278310e-01
% function evaluation | indicator value | target hit
1	2.062660336233592e+03	2.089296130854039e+03
7	1.734380046536308e+03	1.737800828749376e+03
8	1.045947993059835e+03	1.047128548050900e+03
18	9.883026738384442e+02	1.000000000000000e+03
20	9.620908247147119e+02	9.772372209558112e+02
30	9.501231723944117e+02	9.549925860214360e+02
44	7.299919228771292e+02	7.413102413009177e+02
46	7.083657957497936e+02	7.244359600749899e+02
50	4.376064552904224e+02	4.466835921509630e+02
112	3.096497063725695e+02	3.162277660168380e+02
178	2.977361950919928e+02	3.019951720402016e+02
194	2.688239009136890e+02	2.691534803926917e+02
254	2.038524749488145e+02	2.041737944669530e+02
256	1.914161288795989e+02	1.949844599758046e+02
314	1.629017378402276e+02	1.659586907437561e+02
428	1.450020926169602e+02	1.479108388168207e+02
550	1.382294898778471e+02	1.412537544622754e+02
554	1.350116328097284e+02	1.380384264602885e+02
560	1.324049090011384e+02	1.348962882591653e+02
566	1.310536102406645e+02	1.318256738556407e+02
630	1.277924679105719e+02	1.288249551693134e+02
1192	1.258698187427463e+02	1.258925411794168e+02
2054	1.230060252900177e+02	1.230268770812381e+02
6231	1.220345395884721e+02	1.230268770812381e+02
