%
% index = 3840, name = bbob_f013_i02_d20__bbob_f015_i04_d20
% instance = 1, reference value = 8.425386813210920e-01
% function evaluation | indicator value | target hit
1	3.212050578017990e+05	3.235936569296281e+05
3	2.676974059169104e+05	2.691534803926914e+05
8	2.219618404292239e+05	2.238721138568338e+05
14	9.924266961047731e+04	1.000000000000000e+05
24	3.274543247502417e+03	3.311311214825911e+03
91	1.624241464457246e+02	1.659586907437561e+02
303	9.289179959958398e+01	9.332543007969910e+01
350	4.265546982641855e+01	4.265795188015925e+01
461	3.660334435619760e+01	3.715352290971726e+01
465	2.841556704719990e+01	2.884031503126606e+01
500	2.700829232393589e+01	2.754228703338166e+01
555	2.570188332982739e+01	2.570395782768863e+01
574	2.430140467703559e+01	2.454708915685030e+01
575	2.345279655814524e+01	2.398832919019490e+01
723	1.857739685366340e+01	1.862087136662868e+01
745	1.718703727850228e+01	1.737800828749375e+01
788	1.622200092749963e+01	1.659586907437561e+01
804	1.556375151418922e+01	1.584893192461113e+01
813	1.453311782685715e+01	1.479108388168207e+01
831	1.382772908995223e+01	1.412537544622754e+01
839	1.174717956250567e+01	1.174897554939530e+01
1076	1.091043605869781e+01	1.096478196143185e+01
1091	1.069706000458792e+01	1.071519305237607e+01
1346	1.027115478156933e+01	1.047128548050900e+01
1387	1.008861436169004e+01	1.023292992280754e+01
1667	9.993637784530801e+00	1.000000000000000e+01
6603	9.798852908985689e+00	1.000000000000000e+01
