%
% index = 2790, name = bbob_f006_i02_d10__bbob_f013_i04_d10
% instance = 1, reference value = 8.379090447398400e-01
% function evaluation | indicator value | target hit
1	1.797291789818759e+02	1.819700858609983e+02
2	1.212785312877202e+02	1.230268770812381e+02
4	9.501723920221957e+01	9.549925860214358e+01
8	6.556829593250966e+01	6.606934480075961e+01
12	2.442121013114391e+01	2.454708915685030e+01
25	1.341169332726731e+01	1.348962882591653e+01
70	7.213183123829802e+00	7.244359600749901e+00
186	6.879857535771340e+00	6.918309709189364e+00
236	6.357642291397840e+00	6.456542290346556e+00
352	5.553238099523400e+00	5.623413251903491e+00
356	5.188287484202640e+00	5.248074602497725e+00
412	4.891007753435760e+00	4.897788193684462e+00
416	4.415304628165417e+00	4.466835921509632e+00
685	4.268128149869840e+00	4.365158322401660e+00
964	4.238352429809753e+00	4.265795188015927e+00
3999	4.230555370519285e+00	4.265795188015927e+00
