%
% index = 3150, name = bbob_f015_i02_d10__bbob_f015_i04_d10
% instance = 1, reference value = 9.199544363280630e-01
% function evaluation | indicator value | target hit
1	6.706028400246599e+07	6.760829753919819e+07
2	4.906269439818166e+06	5.011872336272725e+06
5	2.795232540264342e+06	2.818382931264455e+06
6	7.600438907802081e+05	7.762471166286912e+05
8	1.259330832103447e+04	1.288249551693135e+04
60	9.675510445128044e+03	9.772372209558112e+03
77	9.433160721634749e+03	9.549925860214360e+03
87	4.061577722064744e+02	4.073802778041126e+02
88	3.830919426673917e+02	3.890451449942805e+02
114	1.584557280920075e+02	1.584893192461114e+02
133	1.494009840412796e+02	1.513561248436209e+02
136	1.335355910884045e+02	1.348962882591653e+02
142	1.292872025461560e+02	1.318256738556407e+02
408	1.266849644364190e+02	1.288249551693134e+02
554	1.252016492120336e+02	1.258925411794168e+02
563	1.228277206241812e+02	1.230268770812381e+02
1275	1.198206572382469e+02	1.202264434617413e+02
13051	1.178876392882265e+02	1.202264434617413e+02
