%
% index = 3420, name = bbob_f001_i02_d20__bbob_f020_i04_d20
% instance = 1, reference value = 9.603160659463100e-01
% function evaluation | indicator value | target hit
1	9.214133246708875e+02	9.332543007969915e+02
3	6.694033640625598e+02	6.760829753919819e+02
7	6.603554987738643e+02	6.606934480075957e+02
45	5.929157951656507e+02	6.025595860743575e+02
47	3.898795206690154e+02	3.981071705534973e+02
52	3.281910643638581e+02	3.311311214825911e+02
89	2.238183857174425e+02	2.238721138568340e+02
98	1.451639221542854e+02	1.479108388168207e+02
114	1.415307057218642e+02	1.445439770745928e+02
268	1.309982622113098e+02	1.318256738556407e+02
294	1.278389176716624e+02	1.288249551693134e+02
318	1.238088118580841e+02	1.258925411794168e+02
378	1.227497451321024e+02	1.230268770812381e+02
402	1.180114204196460e+02	1.202264434617413e+02
404	1.094769079346413e+02	1.096478196143185e+02
440	1.047313512875738e+02	1.071519305237606e+02
443	1.028516204214724e+02	1.047128548050900e+02
689	1.022670608435858e+02	1.023292992280754e+02
750	9.299697238397454e+01	9.332543007969910e+01
816	9.054920971258110e+01	9.120108393559097e+01
828	8.802776387350698e+01	8.912509381337455e+01
1107	8.576579725598607e+01	8.709635899560806e+01
1131	8.450614930105088e+01	8.511380382023764e+01
1145	8.275529783661099e+01	8.317637711026708e+01
1383	8.077445418614279e+01	8.128305161640991e+01
1679	7.931591692975501e+01	7.943282347242814e+01
13051	7.795719875886664e+01	7.943282347242814e+01
