%
% index = 3645, name = bbob_f006_i02_d20__bbob_f015_i04_d20
% instance = 1, reference value = 9.438003671805359e-01
% function evaluation | indicator value | target hit
1	2.935109963485459e+06	2.951209226666384e+06
7	2.883584531513541e+06	2.884031503126606e+06
9	3.352413178703727e+05	3.388441561392028e+05
15	5.692744170129774e+04	5.754399373371567e+04
46	2.225173550833413e+04	2.238721138568338e+04
94	9.707712907874540e+03	9.772372209558112e+03
138	3.525454569907922e+03	3.548133892335753e+03
204	2.928566436287355e+03	2.951209226666387e+03
268	2.503239865157010e+03	2.511886431509580e+03
452	2.322879458254927e+03	2.344228815319923e+03
1942	1.929889926477303e+03	1.949844599758045e+03
2066	1.061848605223575e+03	1.071519305237606e+03
2124	6.095694267495297e+02	6.165950018614822e+02
2126	4.954174644573552e+02	5.011872336272725e+02
2128	4.319310167134025e+02	4.365158322401661e+02
2310	4.094683649364983e+02	4.168693834703355e+02
2496	4.066424925884490e+02	4.073802778041126e+02
3762	3.975503895658112e+02	3.981071705534973e+02
3938	3.875634745096644e+02	3.890451449942805e+02
4082	3.783993888371508e+02	3.801893963205613e+02
4278	3.680620956151859e+02	3.715352290971724e+02
4280	3.491069803805282e+02	3.548133892335753e+02
4336	3.454343249548839e+02	3.467368504525317e+02
4344	3.230658684601002e+02	3.235936569296281e+02
4346	2.930765078134355e+02	2.951209226666387e+02
5612	2.882810455088865e+02	2.884031503126606e+02
6231	2.856303893734480e+02	2.884031503126606e+02
